timestamp,district,lat,lon,temperature_c,humidity_pct,rainfall_mm,wind_speed_kph,river_level_m,soil_moisture_pct,soil_ph,rain_ph,pm25_ugm3,ozone_ppb,no2_ppb,so2_ppb,visibility_km,traffic_congestion_idx,senior_density,crop_type,crop_stage,flood_risk_score,heat_risk_score,cold_risk_score,acid_rain_risk_score,air_quality_risk_score,overall_risk_score,risk_level,primary_hazard,observed_crop_damage_pct
2025-06-02,South Fields,40.691,-74.01,18.52,56.36,3.22,18.37,2.32,22.62,6.69,4.96,20.6,41.26,32.52,12.43,13.02,72.71,0.23,corn,vegetative,0.0,25.03,0.0,4.91,11.37,21.39,Low,Extreme Heat,0.06
2025-06-03,East Orchard,40.724,-73.965,22.87,51.58,3.84,8.4,2.04,26.7,6.3,4.95,12.02,31.05,16.03,5.61,17.98,30.28,0.15,corn,vegetative,0.34,32.96,0.0,0.82,5.07,23.2,Low,Extreme Heat,0.07
2025-06-03,Hill Market,40.747,-73.985,26.54,55.63,15.28,7.14,2.22,27.3,6.31,5.0,21.42,40.84,29.44,12.45,13.87,62.66,0.17,vegetable,vegetative,0.0,60.43,2.08,7.81,12.23,54.46,Moderate,Extreme Heat,0.14
2025-06-03,North Valley,40.733,-73.995,30.56,41.46,8.62,8.7,2.05,19.96,6.39,5.07,26.7,40.84,41.94,13.73,16.34,78.01,0.18,rice,vegetative,5.02,77.88,0.0,9.2,21.33,66.63,High,Extreme Heat,0.13
2025-06-03,River Bend,40.712,-74.02,24.27,62.07,2.43,6.24,2.36,12.73,6.39,5.06,25.18,35.04,29.82,11.39,12.46,66.96,0.2,wheat,vegetative,2.37,49.89,0.0,6.04,7.04,42.35,Moderate,Extreme Heat,0.1
2025-06-03,South Fields,40.691,-74.01,23.55,46.52,2.16,12.99,2.25,36.62,6.45,5.47,24.36,21.7,33.53,15.91,14.07,76.6,0.23,soybean,vegetative,2.0,44.05,2.11,0.0,11.65,39.82,Moderate,Extreme Heat,0.09
2025-06-04,East Orchard,40.724,-73.965,25.38,35.54,8.03,26.44,2.08,36.38,6.16,5.11,34.38,27.06,26.98,9.29,11.65,65.15,0.15,soybean,vegetative,1.81,37.68,0.0,4.67,14.31,33.85,Low,Extreme Heat,0.08
2025-06-04,Hill Market,40.747,-73.985,25.56,60.03,6.19,23.34,2.19,42.35,6.59,5.07,25.01,37.06,46.2,8.62,13.46,96.7,0.17,corn,vegetative,0.0,56.83,3.27,4.4,19.97,53.02,Moderate,Extreme Heat,0.12
2025-06-04,North Valley,40.733,-73.995,34.55,63.66,6.3,5.56,2.3,37.67,6.58,5.65,15.65,39.9,33.63,13.58,12.12,56.26,0.18,soybean,vegetative,2.35,91.78,3.73,0.0,5.8,78.5,Severe,Extreme Heat,0.17
2025-06-04,River Bend,40.712,-74.02,24.06,31.04,9.2,7.7,2.56,48.33,6.16,4.5,16.29,35.45,28.02,11.58,16.98,65.9,0.2,wheat,vegetative,3.95,36.63,0.0,41.71,10.38,40.87,Moderate,Acid Rain,0.12
2025-06-04,South Fields,40.691,-74.01,24.62,66.56,7.94,16.13,2.44,24.42,6.87,5.38,22.62,26.03,38.52,11.91,16.41,81.7,0.23,corn,vegetative,5.75,53.22,0.0,0.0,15.0,41.62,Moderate,Extreme Heat,0.12
2025-06-05,East Orchard,40.724,-73.965,22.23,75.14,2.68,3.68,1.92,34.29,6.47,5.28,1.22,40.84,9.97,4.96,18.5,29.27,0.15,vegetable,vegetative,2.47,40.35,1.08,3.39,5.65,33.44,Low,Extreme Heat,0.1
2025-06-05,Hill Market,40.747,-73.985,28.65,57.44,5.53,7.6,1.94,39.22,6.58,5.04,27.82,46.65,32.44,7.05,16.17,81.59,0.17,vegetable,vegetative,0.0,71.28,0.0,5.87,23.14,62.45,High,Extreme Heat,0.16
2025-06-05,North Valley,40.733,-73.995,38.23,91.33,73.37,30.91,3.57,62.43,5.44,4.73,32.11,40.48,38.14,15.82,13.24,65.08,0.18,wheat,vegetative,94.5,99.05,0.2,76.7,25.07,94.82,Severe,Extreme Heat,0.49
2025-06-05,River Bend,40.712,-74.02,21.83,67.27,5.51,17.27,2.38,22.26,6.08,4.43,13.4,26.31,35.66,5.3,16.37,64.14,0.2,wheat,vegetative,3.67,37.1,4.49,45.94,4.33,44.47,Moderate,Acid Rain,0.13
2025-06-05,South Fields,40.691,-74.01,23.24,71.41,3.91,43.52,2.36,33.1,6.57,4.79,27.07,30.67,27.6,14.8,15.31,64.54,0.23,corn,vegetative,2.54,50.07,0.0,9.86,16.6,41.34,Moderate,Extreme Heat,0.12
2025-06-06,East Orchard,40.724,-73.965,24.26,43.9,5.32,15.05,1.86,16.22,6.0,5.29,4.45,39.73,13.44,6.09,13.77,41.3,0.15,corn,vegetative,3.34,46.74,0.0,7.21,7.49,41.43,Moderate,Extreme Heat,0.11
2025-06-06,Hill Market,40.747,-73.985,32.88,48.24,15.55,5.08,2.19,44.22,6.46,4.58,28.68,76.24,42.79,9.71,12.85,84.76,0.17,corn,vegetative,1.69,92.27,2.33,48.26,35.46,82.92,Severe,Extreme Heat,0.26
2025-06-06,North Valley,40.733,-73.995,16.39,64.77,5.19,24.19,2.35,20.4,6.2,5.46,21.15,14.4,24.03,13.78,11.84,43.2,0.18,soybean,vegetative,5.35,8.54,2.64,0.0,0.0,5.66,Low,Extreme Heat,0.03
2025-06-06,River Bend,40.712,-74.02,28.26,41.01,5.39,5.44,2.81,43.2,6.23,5.07,13.59,39.18,22.91,10.72,15.38,66.19,0.2,wheat,vegetative,0.0,61.82,0.0,4.24,8.62,50.52,Moderate,Extreme Heat,0.11
2025-06-06,South Fields,40.691,-74.01,28.15,66.83,21.79,13.78,2.82,47.17,6.6,4.78,26.87,49.3,31.4,14.79,13.04,73.67,0.23,corn,vegetative,12.26,76.08,2.86,19.76,13.98,66.6,High,Extreme Heat,0.21
2025-06-07,East Orchard,40.724,-73.965,34.56,64.87,6.9,9.46,2.0,36.35,6.55,5.67,10.38,49.04,32.47,4.87,14.82,42.82,0.15,corn,vegetative,0.16,91.19,1.47,0.0,1.74,77.27,Severe,Extreme Heat,0.18
2025-06-07,Hill Market,40.747,-73.985,21.18,50.81,12.2,7.13,2.27,54.81,6.39,5.02,19.7,37.49,30.76,7.14,14.4,53.77,0.17,corn,vegetative,1.44,22.17,5.53,8.2,2.51,16.23,Low,Extreme Heat,0.06
2025-06-07,North Valley,40.733,-73.995,31.54,53.48,0.66,13.51,2.02,35.27,6.34,5.86,15.2,47.38,23.56,6.89,12.45,45.88,0.18,soybean,vegetative,0.0,89.83,0.0,0.77,3.87,82.56,Severe,Extreme Heat,0.16
2025-06-07,River Bend,40.712,-74.02,25.67,53.37,10.41,8.15,2.65,37.17,6.12,4.91,21.6,28.14,28.8,8.94,15.34,57.02,0.2,wheat,vegetative,2.92,54.02,0.0,3.61,6.84,45.83,Moderate,Extreme Heat,0.1
2025-06-07,South Fields,40.691,-74.01,25.73,77.53,21.25,2.65,2.75,46.04,6.42,5.13,25.73,29.65,22.47,11.19,15.65,63.26,0.23,rice,vegetative,4.43,69.95,0.62,2.88,10.29,60.04,High,Extreme Heat,0.12
2025-06-08,East Orchard,40.724,-73.965,26.67,54.07,5.1,14.13,2.25,36.48,6.38,5.45,13.21,30.57,11.58,3.98,15.42,30.22,0.15,soybean,vegetative,0.0,57.71,1.61,0.0,4.49,54.82,Moderate,Extreme Heat,0.11
2025-06-08,Hill Market,40.747,-73.985,28.67,78.42,29.17,8.79,2.57,41.21,6.62,4.15,29.25,52.94,23.87,8.51,12.02,70.13,0.17,vegetable,vegetative,7.48,87.25,0.0,81.03,11.82,74.9,High,Extreme Heat,0.34
2025-06-08,North Valley,40.733,-73.995,30.23,59.82,8.45,8.34,2.11,42.45,6.57,5.58,14.41,45.08,26.62,1.85,15.56,51.32,0.18,wheat,vegetative,5.93,81.17,0.02,4.57,10.58,73.0,High,Extreme Heat,0.16
2025-06-08,River Bend,40.712,-74.02,26.23,83.35,4.14,6.35,2.44,27.42,6.47,5.04,24.59,39.18,17.77,4.44,12.78,23.9,0.2,wheat,vegetative,2.41,72.15,0.0,0.0,6.42,65.39,High,Extreme Heat,0.13
2025-06-08,South Fields,40.691,-74.01,25.4,47.61,1.79,10.44,2.22,35.65,6.95,5.48,26.15,35.36,18.87,3.73,14.18,61.58,0.23,corn,vegetative,0.0,53.54,0.0,0.29,5.13,44.14,Moderate,Extreme Heat,0.1
2025-06-09,East Orchard,40.724,-73.965,28.62,60.05,6.57,18.67,2.31,47.93,6.37,5.17,12.92,51.35,17.56,8.12,16.56,39.17,0.15,rice,vegetative,0.0,75.97,1.85,0.6,6.41,66.13,High,Extreme Heat,0.11
2025-06-09,Hill Market,40.747,-73.985,30.05,55.44,3.03,11.48,2.31,29.7,6.26,5.47,20.72,59.15,45.29,13.02,11.84,98.6,0.17,rice,vegetative,1.35,85.04,3.89,0.0,24.39,72.33,High,Extreme Heat,0.13
2025-06-09,North Valley,40.733,-73.995,31.65,62.2,24.8,6.85,2.62,39.96,5.9,4.82,16.45,36.09,27.93,6.44,13.03,38.37,0.18,soybean,vegetative,7.63,88.02,0.11,15.09,10.22,81.97,Severe,Extreme Heat,0.2
2025-06-09,River Bend,40.712,-74.02,26.89,100.0,95.78,17.74,4.18,74.7,5.16,4.23,23.13,41.99,27.41,19.42,9.13,58.43,0.2,wheat,vegetative,99.89,75.71,0.0,100.0,12.6,95.75,Severe,Acid Rain,0.49
2025-06-09,South Fields,40.691,-74.01,22.34,56.88,12.09,18.47,2.66,40.73,6.6,5.4,26.09,30.96,15.14,7.77,13.22,52.57,0.23,corn,vegetative,2.78,39.6,0.0,1.46,4.68,33.03,Low,Extreme Heat,0.09
2025-06-10,East Orchard,40.724,-73.965,28.37,51.97,4.17,14.36,2.33,38.83,6.31,5.9,26.06,38.28,30.62,10.75,16.21,75.03,0.15,corn,vegetative,0.0,70.49,6.43,0.0,11.34,59.65,High,Extreme Heat,0.14
2025-06-10,Hill Market,40.747,-73.985,30.25,63.36,5.91,12.28,2.13,30.02,6.72,4.34,26.08,54.16,33.06,11.65,11.52,88.44,0.17,wheat,vegetative,0.29,83.88,0.0,60.81,20.6,76.01,Severe,Extreme Heat,0.22
2025-06-10,North Valley,40.733,-73.995,24.77,46.63,13.13,20.46,2.38,55.65,6.33,5.68,15.96,28.61,23.14,13.04,14.91,57.81,0.18,rice,vegetative,5.76,45.41,1.74,0.0,10.77,40.59,Moderate,Extreme Heat,0.08
2025-06-10,River Bend,40.712,-74.02,27.51,52.07,8.37,14.17,2.34,43.64,5.95,4.76,28.59,45.95,41.59,10.64,13.54,84.18,0.2,wheat,vegetative,2.98,68.5,0.0,26.92,23.49,54.61,Moderate,Extreme Heat,0.16
2025-06-10,South Fields,40.691,-74.01,23.35,65.77,10.13,5.6,2.43,21.27,6.44,5.14,21.87,25.67,31.43,9.53,14.38,61.88,0.23,corn,vegetative,5.45,47.97,2.46,0.0,10.07,39.23,Moderate,Extreme Heat,0.11
2025-06-11,East Orchard,40.724,-73.965,24.39,48.28,2.05,3.68,2.37,40.2,6.24,5.15,22.06,42.86,37.34,9.41,14.56,76.68,0.15,corn,vegetative,1.59,42.77,2.2,5.63,14.09,32.11,Low,Extreme Heat,0.1
2025-06-11,Hill Market,40.747,-73.985,30.37,69.53,24.81,11.67,2.59,41.21,6.45,4.6,29.77,52.36,37.83,16.64,12.28,100.0,0.17,wheat,vegetative,8.73,91.96,0.69,48.86,24.51,84.36,Severe,Extreme Heat,0.24
2025-06-11,North Valley,40.733,-73.995,24.8,58.36,6.05,6.19,2.39,39.14,6.65,5.55,13.87,41.55,28.67,10.08,17.47,55.7,0.18,vegetable,vegetative,0.37,53.02,0.0,1.27,6.29,50.49,Moderate,Extreme Heat,0.12
2025-06-11,River Bend,40.712,-74.02,28.09,72.66,10.24,7.41,2.91,38.59,5.94,5.1,27.07,41.38,21.51,14.67,13.34,78.39,0.2,soybean,vegetative,7.28,76.18,3.88,4.81,9.49,66.61,High,Extreme Heat,0.17
2025-06-11,South Fields,40.691,-74.01,25.71,53.73,5.05,12.43,2.16,38.45,6.68,5.22,28.3,34.29,27.43,10.81,13.45,63.89,0.23,corn,vegetative,0.0,47.29,0.0,1.45,14.45,43.8,Moderate,Extreme Heat,0.09
2025-06-12,East Orchard,40.724,-73.965,23.28,52.51,4.95,4.87,1.73,37.9,5.92,5.22,23.46,44.75,28.98,12.67,17.03,60.23,0.15,vegetable,vegetative,0.0,35.97,0.0,1.34,11.77,32.57,Low,Extreme Heat,0.08
2025-06-12,Hill Market,40.747,-73.985,26.73,49.88,3.75,3.15,2.31,42.91,6.44,5.12,23.78,37.67,38.54,12.21,18.93,89.24,0.17,corn,vegetative,2.96,56.39,0.0,0.13,18.0,49.89,Moderate,Extreme Heat,0.12
2025-06-12,North Valley,40.733,-73.995,25.44,60.16,15.49,18.34,2.41,43.83,6.24,5.2,24.81,44.61,41.82,6.36,12.42,59.38,0.18,wheat,vegetative,3.61,61.02,3.85,3.59,18.55,55.07,High,Extreme Heat,0.12
2025-06-12,River Bend,40.712,-74.02,19.44,59.43,7.71,11.86,2.76,46.9,6.09,4.97,17.56,32.63,31.99,4.01,15.03,68.85,0.2,wheat,vegetative,2.03,22.98,3.47,10.81,7.39,19.89,Low,Extreme Heat,0.06
2025-06-12,South Fields,40.691,-74.01,29.38,59.96,4.9,26.16,2.5,30.58,6.54,5.23,21.29,43.79,31.55,6.65,14.32,72.3,0.23,corn,vegetative,0.0,80.8,0.59,5.09,8.78,69.24,High,Extreme Heat,0.16
2025-06-13,East Orchard,40.724,-73.965,25.54,75.21,52.34,14.49,2.99,55.69,5.72,5.04,21.37,37.71,32.22,15.12,14.73,50.79,0.15,wheat,vegetative,59.29,61.62,0.0,23.09,10.24,55.28,High,Extreme Heat,0.28
2025-06-13,Hill Market,40.747,-73.985,28.32,70.73,16.78,7.91,2.29,33.17,6.45,4.24,19.97,52.1,28.42,7.16,17.2,78.54,0.17,rice,vegetative,0.65,75.11,0.49,69.44,10.61,72.46,High,Extreme Heat,0.19
2025-06-13,North Valley,40.733,-73.995,31.71,67.1,11.81,20.3,2.79,40.59,6.74,5.12,31.92,45.52,32.51,11.79,14.68,65.09,0.18,wheat,vegetative,5.28,88.7,2.34,0.0,24.33,78.24,Severe,Extreme Heat,0.16
2025-06-13,River Bend,40.712,-74.02,28.93,63.33,14.16,14.83,2.62,42.58,6.23,4.82,23.18,31.12,33.84,3.3,16.35,51.64,0.2,wheat,vegetative,0.09,75.79,2.73,17.96,14.01,65.02,High,Extreme Heat,0.15
2025-06-13,South Fields,40.691,-74.01,29.76,47.54,10.4,11.28,2.25,33.67,6.52,5.38,19.74,43.0,21.28,5.0,14.88,51.9,0.23,corn,vegetative,0.0,76.4,0.0,4.65,8.46,63.91,High,Extreme Heat,0.15
2025-06-14,East Orchard,40.724,-73.965,24.16,66.79,3.52,19.46,1.96,24.01,6.41,5.28,19.06,37.16,29.01,7.59,14.86,51.59,0.15,vegetable,vegetative,0.0,47.06,0.0,5.94,10.05,39.62,Moderate,Extreme Heat,0.11
2025-06-14,Hill Market,40.747,-73.985,26.75,55.84,17.33,9.57,2.14,65.6,6.68,4.15,17.19,40.65,33.94,13.29,14.22,59.41,0.17,vegetable,vegetative,6.96,65.44,0.0,81.91,7.8,70.39,High,Acid Rain,0.29
2025-06-14,North Valley,40.733,-73.995,29.35,54.45,14.77,21.93,2.66,36.71,6.21,5.31,17.63,26.1,28.12,13.48,15.91,43.81,0.18,wheat,vegetative,4.43,73.81,1.37,0.0,7.24,61.72,High,Extreme Heat,0.14
2025-06-14,River Bend,40.712,-74.02,24.81,56.69,4.88,29.66,2.61,33.94,6.7,5.2,30.76,35.47,22.12,7.79,12.58,55.18,0.2,rice,vegetative,0.0,52.04,7.48,7.69,14.51,43.75,Moderate,Extreme Heat,0.09
2025-06-14,South Fields,40.691,-74.01,24.52,64.09,9.12,14.46,2.6,27.04,6.46,4.81,20.95,24.28,31.81,8.9,14.94,42.66,0.23,corn,vegetative,2.7,48.15,0.0,4.78,5.53,41.4,Moderate,Extreme Heat,0.11
2025-06-15,East Orchard,40.724,-73.965,22.36,35.3,5.37,7.72,2.07,36.53,6.27,5.52,19.6,22.91,22.7,5.5,18.57,53.86,0.15,wheat,vegetative,3.92,20.01,3.47,1.61,6.13,14.64,Low,Extreme Heat,0.05
2025-06-15,Hill Market,40.747,-73.985,28.81,38.3,9.73,7.72,2.35,32.05,6.48,5.12,29.58,47.56,30.6,13.31,9.59,72.95,0.17,vegetable,vegetative,4.53,68.98,0.95,4.76,19.29,60.36,High,Extreme Heat,0.17
2025-06-15,North Valley,40.733,-73.995,31.55,65.27,2.81,20.2,2.38,40.73,6.56,5.21,12.05,45.0,25.34,11.31,14.82,56.2,0.18,wheat,vegetative,0.0,89.5,0.0,0.0,1.65,77.2,Severe,Extreme Heat,0.15
2025-06-15,River Bend,40.712,-74.02,26.82,100.0,78.28,10.93,4.02,80.95,5.58,4.67,18.28,46.45,43.1,18.78,17.93,81.21,0.2,corn,vegetative,94.44,80.7,2.72,91.36,18.43,91.55,Severe,Flood,0.55
2025-06-15,South Fields,40.691,-74.01,30.89,63.91,20.59,9.07,2.68,40.71,6.39,5.29,12.72,41.57,23.23,11.97,11.84,39.04,0.23,soybean,vegetative,3.08,84.06,0.0,1.93,6.44,71.32,High,Extreme Heat,0.16
2025-06-16,East Orchard,40.724,-73.965,21.73,48.59,2.0,6.46,2.2,30.36,6.34,5.11,13.15,17.35,18.66,5.94,12.29,42.45,0.15,wheat,vegetative,0.14,25.7,3.99,0.0,0.0,23.0,Low,Extreme Heat,0.05
2025-06-16,Hill Market,40.747,-73.985,23.53,60.47,4.16,3.17,1.85,26.06,6.42,4.62,24.81,31.24,37.88,3.17,14.67,74.8,0.17,wheat,vegetative,0.0,40.73,0.0,24.8,9.16,37.54,Moderate,Extreme Heat,0.1
2025-06-16,North Valley,40.733,-73.995,30.86,78.11,22.01,3.52,2.79,47.48,6.27,4.75,35.21,40.67,25.35,11.43,13.86,61.17,0.18,wheat,vegetative,8.82,90.54,0.0,25.17,16.32,75.04,Severe,Extreme Heat,0.21
2025-06-16,River Bend,40.712,-74.02,30.61,71.07,11.42,6.33,2.63,47.12,6.07,4.99,17.94,48.99,30.58,1.79,16.33,60.11,0.2,wheat,vegetative,5.17,86.59,1.57,1.52,10.97,77.91,Severe,Extreme Heat,0.16
2025-06-16,South Fields,40.691,-74.01,27.43,60.25,15.99,12.34,2.29,40.06,6.55,5.05,15.79,41.65,18.82,2.78,15.0,40.81,0.23,wheat,vegetative,0.0,69.62,0.0,0.0,1.76,59.21,High,Extreme Heat,0.12
2025-06-17,East Orchard,40.724,-73.965,21.17,67.59,7.89,21.51,1.61,35.87,6.05,5.58,20.16,29.71,20.18,9.64,14.8,42.69,0.15,corn,vegetative,4.43,30.62,1.7,2.98,3.56,30.99,Low,Extreme Heat,0.08
2025-06-17,Hill Market,40.747,-73.985,30.0,51.74,10.47,4.29,1.5,49.99,6.74,4.79,29.35,41.4,29.65,8.5,15.68,87.23,0.17,corn,vegetative,2.12,78.66,0.0,13.8,18.38,67.57,High,Extreme Heat,0.18
2025-06-17,North Valley,40.733,-73.995,32.71,70.22,13.39,5.89,1.65,38.85,6.34,5.21,7.74,52.2,19.64,9.93,14.79,40.69,0.18,wheat,vegetative,0.66,85.39,2.21,2.24,2.68,71.26,High,Extreme Heat,0.15
2025-06-17,River Bend,40.712,-74.02,28.85,34.96,3.18,13.54,2.12,33.89,6.46,4.91,26.68,51.5,36.97,5.21,13.94,67.84,0.2,rice,vegetative,2.65,65.85,0.0,2.44,16.36,59.85,High,Extreme Heat,0.1
2025-06-17,South Fields,40.691,-74.01,31.6,55.98,16.9,24.52,2.15,37.75,6.53,5.51,19.95,48.4,28.33,16.94,11.48,59.63,0.23,corn,vegetative,3.36,86.15,0.77,0.86,10.15,79.14,Severe,Extreme Heat,0.18
2025-06-18,East Orchard,40.724,-73.965,28.27,66.44,7.52,33.92,1.98,54.4,5.9,5.2,16.44,37.7,23.28,7.82,13.71,40.77,0.15,corn,vegetative,4.73,74.64,0.0,1.16,0.0,62.7,High,Extreme Heat,0.16
2025-06-18,Hill Market,40.747,-73.985,29.3,54.45,4.91,6.49,1.73,26.68,6.56,5.11,30.56,46.42,30.5,11.7,15.89,78.26,0.17,corn,vegetative,0.0,77.35,4.55,2.03,17.77,70.55,High,Extreme Heat,0.16
2025-06-18,North Valley,40.733,-73.995,30.81,35.44,5.4,22.22,1.83,34.86,6.41,5.37,16.53,42.08,20.16,8.35,12.17,57.62,0.18,soybean,vegetative,2.71,75.36,0.0,0.0,6.61,62.53,High,Extreme Heat,0.14
2025-06-18,River Bend,40.712,-74.02,32.38,60.86,16.19,12.3,2.23,43.36,6.23,4.36,23.79,52.47,25.97,5.9,13.42,81.05,0.2,rice,vegetative,6.45,90.69,0.0,60.86,19.99,85.05,Severe,Extreme Heat,0.21
2025-06-18,South Fields,40.691,-74.01,23.66,49.17,13.1,14.14,1.98,43.72,6.62,4.94,25.05,43.98,20.53,7.77,12.57,53.52,0.23,corn,vegetative,0.5,43.93,0.78,2.9,10.14,37.38,Moderate,Extreme Heat,0.09
2025-06-19,East Orchard,40.724,-73.965,26.26,61.18,11.03,11.63,1.81,27.75,6.37,4.8,11.42,48.27,24.19,9.57,18.94,54.73,0.15,corn,vegetative,2.07,65.63,0.19,11.88,3.59,58.23,High,Extreme Heat,0.15
2025-06-19,Hill Market,40.747,-73.985,27.41,40.66,6.39,6.7,1.62,33.48,7.12,4.94,28.22,39.73,39.47,9.48,15.28,86.07,0.17,corn,vegetative,0.0,57.37,0.32,6.82,29.47,50.87,Moderate,Extreme Heat,0.12
2025-06-19,North Valley,40.733,-73.995,30.35,47.54,5.22,9.05,1.95,37.9,6.31,5.15,22.17,40.82,23.91,2.85,16.7,48.44,0.18,vegetable,vegetative,0.0,78.69,3.03,0.0,8.31,69.98,High,Extreme Heat,0.17
2025-06-19,River Bend,40.712,-74.02,17.71,70.72,7.09,4.59,2.2,42.37,6.18,5.34,18.7,35.63,29.21,10.43,14.8,57.84,0.2,wheat,vegetative,0.0,21.27,0.0,0.0,10.56,18.94,Low,Extreme Heat,0.04
2025-06-19,South Fields,40.691,-74.01,12.78,65.1,7.54,8.16,1.98,44.68,6.52,4.94,18.73,30.21,33.99,5.2,14.3,66.49,0.23,rice,vegetative,4.58,1.92,0.0,9.45,8.04,10.61,Low,Acid Rain,0.02
2025-06-20,East Orchard,40.724,-73.965,26.24,63.47,20.63,23.48,2.04,43.55,6.14,5.3,9.13,29.27,19.34,10.77,17.46,35.81,0.15,vegetable,vegetative,4.1,53.36,0.0,2.57,3.99,46.83,Moderate,Extreme Heat,0.13
2025-06-20,Hill Market,40.747,-73.985,25.83,34.99,4.85,6.0,1.44,42.21,6.36,4.73,25.52,40.86,24.03,6.91,13.42,61.66,0.17,corn,vegetative,2.85,51.88,1.82,12.78,13.99,43.89,Moderate,Extreme Heat,0.13
2025-06-20,North Valley,40.733,-73.995,27.98,49.84,3.15,7.8,1.75,36.14,6.66,5.34,14.67,39.74,20.74,6.36,16.92,47.14,0.18,wheat,vegetative,0.0,69.42,2.45,0.0,9.43,59.76,High,Extreme Heat,0.12
2025-06-20,River Bend,40.712,-74.02,35.01,51.44,7.25,16.18,2.48,44.37,6.18,5.26,26.87,52.28,34.61,3.18,15.69,71.81,0.2,wheat,vegetative,2.72,95.22,2.0,3.07,19.02,84.15,Severe,Extreme Heat,0.17
2025-06-20,South Fields,40.691,-74.01,23.91,52.79,6.03,8.0,2.1,25.1,6.55,5.09,21.37,25.59,35.81,7.84,15.95,60.88,0.23,corn,vegetative,1.85,42.28,4.45,0.13,10.27,35.8,Moderate,Extreme Heat,0.09
2025-06-21,East Orchard,40.724,-73.965,22.42,40.97,9.26,12.24,1.78,32.79,5.97,4.99,12.93,35.86,23.36,11.38,14.04,44.54,0.15,corn,vegetative,0.27,34.82,0.0,5.29,8.29,30.7,Low,Extreme Heat,0.08
2025-06-21,Hill Market,40.747,-73.985,30.09,74.85,9.26,10.61,1.99,38.14,6.36,4.71,23.7,51.5,37.71,6.77,14.71,71.11,0.17,corn,vegetative,2.18,87.2,1.94,25.26,19.18,76.28,Severe,Extreme Heat,0.21
2025-06-21,North Valley,40.733,-73.995,29.58,72.18,10.21,7.82,1.83,50.0,6.55,5.36,32.75,44.52,34.0,9.37,11.37,55.06,0.18,wheat,vegetative,0.71,88.16,0.12,4.7,21.0,75.65,Severe,Extreme Heat,0.16
2025-06-21,River Bend,40.712,-74.02,27.89,61.05,8.58,5.64,2.13,22.74,6.03,4.72,25.81,32.45,34.11,13.85,14.21,49.5,0.2,wheat,vegetative,0.0,71.79,4.42,21.27,13.57,60.49,High,Extreme Heat,0.15
2025-06-21,South Fields,40.691,-74.01,24.2,65.35,5.73,7.4,2.18,28.45,6.38,4.84,17.37,33.28,19.76,5.09,16.26,35.54,0.23,corn,vegetative,3.45,48.84,0.0,5.38,8.1,44.55,Moderate,Extreme Heat,0.11
2025-06-22,East Orchard,40.724,-73.965,24.46,76.59,49.82,11.87,2.68,43.78,5.56,4.77,8.13,49.81,19.51,13.46,16.29,44.6,0.15,soybean,vegetative,38.63,58.63,0.0,38.61,5.62,55.42,High,Extreme Heat,0.26
2025-06-22,Hill Market,40.747,-73.985,24.99,68.75,9.81,16.11,1.72,32.34,6.54,4.44,26.09,26.18,21.35,4.28,13.33,36.88,0.17,corn,vegetative,0.0,50.07,2.48,34.92,10.21,40.73,Moderate,Extreme Heat,0.15
2025-06-22,North Valley,40.733,-73.995,23.8,56.66,15.0,16.6,2.27,42.09,6.55,5.67,15.36,44.03,28.73,7.89,10.36,42.54,0.18,wheat,vegetative,3.16,47.31,1.61,0.0,6.79,42.41,Moderate,Extreme Heat,0.09
2025-06-22,River Bend,40.712,-74.02,19.21,62.08,16.38,5.72,2.34,35.44,6.07,4.45,19.29,25.67,36.24,10.32,15.3,78.42,0.2,wheat,vegetative,2.62,21.66,7.33,63.36,10.22,54.53,Moderate,Acid Rain,0.13
2025-06-22,South Fields,40.691,-74.01,27.07,64.35,9.63,9.18,1.86,39.26,6.64,4.76,22.96,33.35,30.35,10.04,12.2,58.76,0.23,soybean,vegetative,6.55,66.55,0.0,20.4,10.6,59.04,High,Extreme Heat,0.16
2025-06-23,East Orchard,40.724,-73.965,29.33,90.68,5.08,17.52,1.75,46.06,6.54,5.57,16.77,32.62,21.06,11.21,15.61,31.74,0.15,corn,vegetative,0.0,84.84,4.19,2.03,4.78,75.28,Severe,Extreme Heat,0.17
2025-06-23,Hill Market,40.747,-73.985,24.18,73.81,1.17,2.55,1.45,25.22,6.54,4.91,21.26,18.44,43.78,8.8,14.45,78.76,0.17,corn,vegetative,0.0,49.81,1.08,14.05,15.9,41.41,Moderate,Extreme Heat,0.12
2025-06-23,North Valley,40.733,-73.995,27.01,51.43,7.5,2.91,2.1,26.09,6.41,5.23,16.07,32.87,22.77,7.41,14.7,38.98,0.18,wheat,vegetative,0.73,60.57,0.0,0.0,3.3,49.5,Moderate,Extreme Heat,0.1
2025-06-23,River Bend,40.712,-74.02,28.42,64.88,37.45,8.78,3.02,42.11,5.62,5.03,30.58,56.09,31.38,15.06,13.36,66.25,0.2,wheat,vegetative,33.21,78.47,2.08,18.61,22.07,69.77,High,Extreme Heat,0.24
2025-06-23,South Fields,40.691,-74.01,27.35,63.75,12.65,11.14,2.5,33.14,6.43,5.04,18.2,33.48,25.27,5.04,14.97,53.29,0.23,corn,vegetative,3.06,70.29,5.37,2.2,9.39,60.14,High,Extreme Heat,0.15
